ID,Nombre completo,Fecha de nacimiento,Dirección,Localidad y Código postal,Teléfono,Correo electrónico,Fecha de alta,Grupo de clientes,Edad
C0879,CAYETANO COELLO FERNANDEZ,1986-10-18,922 WEST LEETON RIDGE ST.,"BUFFALO, NY 14215",(763) 952-1502,BENITS@OPTONLINE.NET,2013-07-12 00:43:17,E,38
C0880,FLORINDA GASCÓN GONZALO,1981-09-11,7880 LEETON RIDGE AVENUE,"ASTORIA, NY 11103",(723) 961-1436,OEVANS@AOL.COM,2010-10-27 01:00:35,I,43
C0881,VALERIA RÍOS,1990-08-17,92 MARVON ST.,"TROY, NY 12180",(233) 477-9648,SFOSKETT@YAHOO.COM,2010-07-01 00:43:15,I,34
C0882,BLANCA MOYA FABREGAT,1987-12-30,905 WRANGLER LANE,"ASTORIA, NY 11105",(347) 835-6563,CATALOG@HOTMAIL.COM,2012-07-30 07:58:46,I,37
C0883,SORAYA CÁCERES MARIN,1981-09-15,9096 CLARK LANE,"BROOKLYN, NY 11224",(732) 949-7420,PRENEEL@VERIZON.NET,2016-11-28 22:07:46,I,43
C0884,RUFINA ROSSELLÓ SALES,1993-06-11,9783 POPLAR STREET,"BUFFALO, NY 14224",(334) 788-2547,DREZET@MSN.COM,2016-09-19 03:24:09,I,31
C0885,ABRIL ALMAZÁN GARGALLO,1975-04-20,744 COFFEE AVE.,"JAMAICA, NY 11435",(355) 952-4381,SYMBOLIC@MAC.COM,2009-02-28 19:02:23,I,49
C0886,SANDALIO PINTO ALCÁZAR,1984-03-14,10 ROCKWELL ROAD,"ITHACA, NY 14850",(875) 650-4506,MELNIK@MAC.COM,2021-01-06 16:31:24,I,40
C0887,URBANO ROSSELLÓ LLABRÉS,1970-03-03,395 W. COFFEE ST.,"BROOKLYN, NY 11236",(650) 311-4823,VERTIGO@OPTONLINE.NET,2016-06-26 00:04:53,I,54
C0888,AURELIO FERRERAS GRANADOS,1995-01-02,499 SECOND DR.,"BRONX, NY 10456",(944) 439-2624,ODLYZKO@OUTLOOK.COM,2008-09-27 18:49:44,I,29
C0889,AROA PUJOL BELMONTE,1982-01-05,56 NUT SWAMP CIRCLE,"BROOKLYN, NY 11221",(283) 827-0141,NACHBAUR@YAHOO.COM,2014-05-22 04:35:08,E,42
C0890,CALISTA DE ABRIL,1993-09-28,943 HOLLY AVE.,"BRONX, NY 10451",(975) 594-0844,CUMARANA@ATT.NET,2020-01-20 02:36:35,I,31
C0891,TEÓFILO CONTRERAS TÉLLEZ,1992-01-29,9752 BLACKBURN DR.,"BROOKLYN, NY 11214",(990) 738-6040,DONEV@OUTLOOK.COM,2016-02-16 17:24:24,I,32
C0892,MILAGROS CABAÑAS,1972-08-07,8821 ROCKVILLE LANE,"NEWBURGH, NY 12550",(770) 545-8863,HUTTON@ME.COM,2006-08-26 23:56:50,I,52
C0893,GONZALO SANS MIRÓ,1980-05-08,6 NEWPORT COURT,"BROOKLYN, NY 11235",(334) 305-7194,CORRADA@MAC.COM,2014-03-20 20:24:37,I,44
C0894,SOFÍA BOU ZAMORANO,1998-06-03,309 SOUTH HILL FIELD ST.,"MASSAPEQUA, NY 11758",(602) 467-4837,CHINTHAKA@AOL.COM,2012-02-21 21:40:16,E,26
C0895,LEANDRO GABINO CRUZ IZAGUIRRE,1980-07-16,7363 ST LOUIS STREET,"JAMESTOWN, NY 14701",(939) 500-3265,CGREUTER@YAHOO.COM,2007-04-10 15:04:38,I,44
C0896,ANGELINA ROYO CANALS,1999-09-11,8877 SELBY RD.,"FAIRPORT, NY 14450",(987) 536-2384,ATENIESE@HOTMAIL.COM,2008-11-18 09:50:14,I,25
C0897,PÍO FONSECA-GRANADOS,1983-03-15,35 AIRPORT STREET,"BRONX, NY 10465",(730) 738-3338,MCMILLAN@OPTONLINE.NET,2006-06-16 18:00:39,I,41
C0898,LUIS MIGUEL CUADRADO GUAL,1984-04-15,858 PRIMROSE LANE,"BROOKLYN, NY 11234",(330) 201-7051,GILMOURE@YAHOO.CA,2010-12-19 15:11:34,I,40
C0899,BLANCA LUCAS CORTÉS,1978-02-12,824 WOODSIDE AVENUE,"WEST BABYLON, NY 11704",(932) 338-3282,MBROWN@LIVE.COM,2010-12-06 09:19:02,I,46
C0900,JOSÉ LUIS ARÉVALO,1992-09-25,917 NW. LEATHERWOOD COURT,"BRONX, NY 10461",(878) 237-0878,QMACRO@VERIZON.NET,2011-01-20 14:13:52,I,32
C0901,LEONEL SIERRA FAJARDO,1970-12-12,21 CREEK DRIVE,"BRONX, NY 10467",(403) 429-9891,STAIKOS@GMAIL.COM,2019-12-19 17:19:32,E,54
C0902,CALIXTO PALACIO CASAS,1978-04-29,39 GOLDFIELD RD.,"SOUTH OZONE PARK, NY 11420",(705) 444-0556,KNORR@COMCAST.NET,2019-10-14 13:37:57,E,46
C0903,EUGENIO PLA ALEGRE,1974-02-11,972 STILLWATER ST.,"BROOKLYN, NY 11220",(879) 591-2306,GAVINLS@VERIZON.NET,2015-08-08 16:35:13,E,50
C0904,DANIELA ARANA,1996-08-12,86 LOGAN DR.,"REGO PARK, NY 11374",(467) 399-9709,SCAROLAN@AOL.COM,2008-04-02 12:13:17,I,28
C0905,AMANCIO CASARES FRANCISCO,1976-04-11,88 MAPLE CIRCLE,"TONAWANDA, NY 14150",(744) 598-1150,HUTTON@COMCAST.NET,2005-12-06 08:49:56,E,48
C0906,LEOPOLDO LAMAS VILAPLANA,1989-11-25,31 STUDEBAKER ST.,"EAST ELMHURST, NY 11370",(857) 769-7335,PIZZA@GMAIL.COM,2015-06-09 06:58:11,I,35
C0907,PASCUAL DEL HARO,1996-05-28,34 E. LAFAYETTE COURT,"JAMAICA, NY 11434",(894) 916-8764,MOBILEIP@YAHOO.CA,2016-03-24 17:08:12,I,28
C0908,DIONISIA LLAMAS,1998-01-16,2 RIDGEVIEW DR.,"MIDDLETOWN, NY 10940",(546) 437-8882,HORROCKS@YAHOO.COM,2005-06-15 11:43:44,E,26
C0909,AMADA FALCÓ LLABRÉS,1987-02-25,75 JEFFERSON LANE,"POUGHKEEPSIE, NY 12603",(928) 743-6374,SARAHS@AOL.COM,2021-02-20 02:46:38,E,37
C0910,ÓSCAR ENRÍQUEZ ACEDO,1988-08-31,5 CIRCLE DR.,"HUNTINGTON STATION, NY 11746",(751) 725-0334,FLUFFY@AOL.COM,2008-05-26 01:17:56,E,36
C0911,CECILIO BASTIDA SEGUÍ,1971-11-21,612 SILVER SPEAR DR.,"BROOKLYN, NY 11204",(453) 596-2200,JEFFCOVEY@OPTONLINE.NET,2007-05-05 18:28:55,I,53
C0912,LEOCADIA AZNAR REVILLA,1989-05-04,8627 BAYBERRY STREET,"NEW YORK, NY 10028",(623) 788-7862,NAOYA@OUTLOOK.COM,2020-04-13 15:39:38,I,35
C0913,ANABEL INIESTA HIERRO,1987-06-04,4 BANK DR.,"BRONX, NY 10466",(920) 438-1880,STAIKOS@OPTONLINE.NET,2019-11-08 09:26:56,I,37
C0914,LILIA NARVÁEZ BATALLA,1982-05-09,8579 GREENVIEW ST.,"JACKSON HEIGHTS, NY 11372",(752) 297-5212,MROBSHAW@ME.COM,2017-07-09 13:14:48,I,42
C0915,ADRIANA EGEA LUÍS,1998-01-30,8483 SUGAR AVE.,"BRONX, NY 10453",(693) 681-7202,AJLITT@OUTLOOK.COM,2021-04-13 20:03:00,E,26
C0916,PEPITA DEL GALLART,1970-01-04,8995 ROCKLEDGE STREET,"WESTBURY, NY 11590",(455) 437-3253,DAWNSONG@ICLOUD.COM,2010-12-15 00:29:22,I,54
C0917,LUIS ÁNGEL TÉLLEZ CONDE,1971-03-03,9834 PENNINGTON AVE.,"BRONX, NY 10460",(212) 757-8062,MIROD@AOL.COM,2015-02-24 20:17:45,I,53
C0918,ANGELINA SANMIGUEL GALLO,2000-02-25,14 CHARLES AVE.,"BUFFALO, NY 14215",(904) 210-8504,URAEUS@AOL.COM,2006-03-09 15:15:23,E,24
C0919,CATALINA SOLÉ PORRAS,1971-08-21,178 OAKLAND LANE,"ROME, NY 13440",(203) 626-2113,TREEVES@COMCAST.NET,2010-09-17 12:46:23,E,53
C0920,MANUELA BENAVIDES GÁLVEZ,1993-05-02,7690 GLENRIDGE STREET,"NEW YORK, NY 10032",(671) 220-0042,GKNAUSS@OUTLOOK.COM,2018-02-07 11:08:15,I,31
C0921,TERESA LASTRA SERRA,1987-09-22,9105 E. BAYBERRY AVENUE,"FLUSHING, NY 11355",(547) 966-8598,DUNCAND@MAC.COM,2005-04-14 21:29:10,E,37
C0922,MARIANELA JOVER CARBALLO,1995-08-19,8489 COLONIAL ST.,"ROCHESTER, NY 14609",(623) 913-9558,MARIOPH@MAC.COM,2006-02-05 14:39:00,I,29
C0923,AINARA ZARAGOZA CRESPI,1977-06-08,7266 SHADY DRIVE,"HAMBURG, NY 14075",(715) 291-1286,UNREAL@AOL.COM,2019-06-15 00:44:16,I,47
C0924,CLAUDIO PORFIRIO FRANCISCO MÚÑIZ,1979-06-30,493 SUMMER AVENUE,"FOREST HILLS, NY 11375",(354) 237-3268,MDIELMANN@YAHOO.CA,2019-11-17 09:37:45,I,45
C0925,ANDRÉS FELIPE CUEVAS,1987-10-16,254 KINGSTON STREET,"BROOKLYN, NY 11238",(269) 935-1685,KUPARINE@MSN.COM,2015-07-23 18:00:07,E,37
C0926,ENCARNACIÓN FIOL DOMINGO,1999-06-28,37 GARFIELD DR.,"BROOKLYN, NY 11213",(646) 203-3225,PFITZA@LIVE.COM,2007-08-17 15:06:39,I,25
C0927,FÁTIMA DE CISNEROS,1989-10-02,92 PEG SHOP RD.,"NEW YORK, NY 10002",(806) 938-4587,COMDIG@YAHOO.CA,2005-04-01 21:14:45,I,35
C0928,MAXIMINO VIGIL MORANTE,1995-06-05,457 ORANGE STREET,"ELMONT, NY 11003",(633) 955-6590,SFOSKETT@VERIZON.NET,2008-01-01 11:31:05,E,29
C0929,MARÍA LUISA ANTÚNEZ GIRÓN,1989-11-23,62 SWANSON DR.,"BROOKLYN, NY 11211",(987) 947-7889,TECHIE@GMAIL.COM,2006-02-03 20:20:07,I,35
C0930,BEATRIZ BELLO GODOY,1974-03-01,269 HARTFORD ST.,"BRONX, NY 10468",(946) 604-6365,KJETILK@LIVE.COM,2011-12-31 12:40:32,I,50
C0931,ELOÍSA ROSALINA PONT MADRIGAL,1980-03-07,15 EAST RICHARDSON DRIVE,"ASTORIA, NY 11106",(696) 763-2316,KOURAI@ME.COM,2014-11-11 03:34:51,I,44
C0932,IBÁN RIOS CALVET,1976-09-08,859 FOXRUN AVE.,"ASTORIA, NY 11103",(461) 831-9487,KEMPSONC@AOL.COM,2015-02-24 21:00:48,E,48
C0933,RUFINO MASCARÓ-BORRELL,1994-09-11,6 MONROE AVE.,"LINDENHURST, NY 11757",(695) 531-1875,JOGLO@OPTONLINE.NET,2006-09-08 23:22:56,I,30
C0934,FÉLIX PAREDES MULET,1970-10-19,7465 ROSEWOOD ROAD,"BROOKLYN, NY 11206",(936) 854-3061,PAKASTE@MSN.COM,2010-04-12 20:05:37,E,54
C0935,LUCHO AZNAR,1972-01-13,85 BREWERY LANE,"STATEN ISLAND, NY 10312",(691) 840-0840,FACET@GMAIL.COM,2010-10-31 10:52:02,E,52
C0936,ENCARNACION DEL AGUILÓ,1977-06-07,8987 TUNNEL COURT,"JAMAICA, NY 11432",(810) 733-6823,LSTAF@ME.COM,2015-11-02 07:09:18,E,47
C0937,JUAN BAUTISTA DE CAMPOS,1988-07-29,618 NORTH PARK DRIVE,"NEW YORK, NY 10027",(392) 721-3723,VGANESH@HOTMAIL.COM,2012-03-31 07:09:07,I,36
C0938,LEONOR UGARTE SALAS,1972-07-13,749 HONEY CREEK ST.,"BRONX, NY 10458",(244) 975-9008,SEEBS@GMAIL.COM,2018-08-30 15:31:11,I,52
C0939,HERMENEGILDO DE TOLOSA,1999-04-24,401 ARCADIA ST.,"FREEPORT, NY 11520",(574) 310-1480,BAVEJA@MSN.COM,2010-08-12 19:21:36,E,25
C0940,LISANDRO BENAVIDES BARBA,1982-01-30,61 ASPEN STREET,"NEW YORK, NY 10031",(562) 687-6697,JDHEDDEN@ME.COM,2007-07-02 20:19:31,E,42
C0941,ZACARÍAS MILLA FERNANDEZ,1980-03-24,8842 ALBANY DR.,"BROOKLYN, NY 11207",(362) 958-3945,NIMACLEA@MAC.COM,2006-08-09 15:33:20,E,44
C0942,LEYRE PONCE-QUINTANA,1989-03-23,7761 GLENRIDGE ST.,"TROY, NY 12180",(425) 692-2477,WIKINERD@MSN.COM,2012-01-01 09:13:30,E,35
C0943,PALMIRA MORENO MANZANARES,1973-04-20,7542 LOGAN AVE.,"BROOKLYN, NY 11219",(844) 204-7819,SURESH@SBCGLOBAL.NET,2008-04-10 13:00:56,I,51
C0944,AMANCIO BERMÚDEZ FLOR,1979-10-23,906 NORTH MARSHALL DRIVE,"FAR ROCKAWAY, NY 11691",(707) 398-6865,MHASSEL@OUTLOOK.COM,2014-10-30 04:30:49,I,45
C0945,BALTASAR TÉLLEZ VARGAS,1985-01-08,566 OLD WINDSOR STREET,"STATEN ISLAND, NY 10314",(469) 519-2773,MCSPORRAN@HOTMAIL.COM,2014-10-14 06:58:44,E,39
C0946,MARÍA FERNANDA DELIA ROVIRA TABOADA,1974-07-26,363 CARSON LANE,"BRONX, NY 10462",(592) 732-7144,LCHENG@OUTLOOK.COM,2014-09-21 11:35:53,I,50
C0947,HÉCTOR GALVÁN,1983-01-29,8046 CLAY STREET,"BRONX, NY 10473",(602) 356-3808,WEIDAI@ATT.NET,2012-06-03 06:37:34,E,41
C0948,MATÍAS RINCÓN-ROLDAN,1995-10-17,36 SOUTH LAKE FOREST LANE,"NEW YORK, NY 10128",(640) 568-0785,JPFLIP@HOTMAIL.COM,2011-04-24 09:06:08,I,29
C0949,BENIGNO FOLCH VILLAVERDE,1988-04-17,437 JOCKEY HOLLOW DR.,"PATCHOGUE, NY 11772",(400) 512-4755,SAMAVATI@ME.COM,2014-04-20 02:34:33,I,36
C0950,ARIEL BEJARANO GIMENEZ,1990-11-10,135 AIRPORT AVE.,"STATEN ISLAND, NY 10306",(415) 935-8378,SMPETERS@GMAIL.COM,2018-01-30 10:26:29,I,34
C0951,ROMÁN VILLA MARQUÉS,1993-12-24,8857 GONZALES STREET,"BROOKLYN, NY 11210",(664) 297-3908,COSIMO@LIVE.COM,2012-06-28 06:30:05,E,31
C0952,DIMAS IBARRA DOMÍNGUEZ,1991-02-24,9538 SOUTH WALL ST.,"BROOKLYN, NY 11230",(843) 208-4225,BDBROWN@YAHOO.CA,2008-06-03 10:14:09,I,33
C0953,ÍÑIGO PAVÓN POL,1999-11-08,8478 VERNON LANE,"BROOKLYN, NY 11209",(336) 204-3889,PSHARPE@ME.COM,2009-09-05 14:07:03,I,25
C0954,FERNANDA OLIVÉ GARMENDIA,1973-07-18,7133 E. WEST ST.,"NEW YORK, NY 10040",(911) 488-1913,MOXFULDER@SBCGLOBAL.NET,2019-01-17 20:28:12,E,51
C0955,NORBERTO CHUCHO RAYA SALDAÑA,1999-02-19,26 SYCAMORE STREET,"LOCKPORT, NY 14094",(535) 815-9607,TATTOOMAN@COMCAST.NET,2009-06-02 10:29:52,I,25
C0956,CLEMENTINA SALCEDO VALENZUELA,1981-03-22,746 MARSH AVE.,"FLUSHING, NY 11354",(295) 730-6919,SCOTTZED@LIVE.COM,2007-12-30 21:22:32,E,43
C0957,BRUNILDA PAREDES VILAR,1977-01-07,53 CEDARWOOD ST.,"POUGHKEEPSIE, NY 12601",(743) 483-8112,HAMPTON@ME.COM,2006-11-28 11:38:45,E,47
C0958,ESTER GRAS TALAVERA,1981-03-13,86 N. POOR HOUSE AVE.,"WEBSTER, NY 14580",(831) 249-5449,CLKAO@YAHOO.COM,2016-10-26 02:23:57,I,43
C0959,JONATAN DEL GUZMAN,1970-01-01,7017 WALT WHITMAN STREET,"BRONX, NY 10469",(960) 905-6170,AMARANTH@MAC.COM,2019-12-15 18:24:55,I,54
C0960,SUSANITA POLO PONS,1999-03-27,7952 DURHAM ST.,"BROOKLYN, NY 11237",(214) 703-7189,PEMUNGKAH@VERIZON.NET,2006-06-25 15:27:29,I,25
C0961,EMILIANO GALVÁN MADRIGAL,1981-05-30,7788 S. PRINCETON COURT,"BROOKLYN, NY 11228",(944) 933-0069,JOEHALL@GMAIL.COM,2006-12-21 08:48:34,I,43
C0962,PALMIRA TÉLLEZ ROSALES,1972-04-11,7707 BEECH AVE.,"BROOKLYN, NY 11225",(429) 932-6260,DEXTER@YAHOO.CA,2017-10-11 23:01:12,E,52
C0963,GRACIA JOSÉ PUENTE BELMONTE,1977-06-15,9307 RIVERSIDE DR.,"HEMPSTEAD, NY 11550",(922) 644-8881,MBSWAN@OPTONLINE.NET,2008-10-13 03:01:18,I,47
C0964,ARIEL ALEJO BLÁZQUEZ CASTELLS,1973-10-27,954 S. NICHOLS RD.,"NEW YORK, NY 10023",(405) 986-6020,NTEGRITY@HOTMAIL.COM,2020-09-27 15:00:16,I,51
C0965,JUAN ANTONIO SOLANA-TORRIJOS,1992-10-02,584 PUMPKIN HILL DR.,"BUFFALO, NY 14221",(890) 409-6135,KAWASAKI@ATT.NET,2008-12-11 06:06:01,E,32
C0966,GUIOMAR JÁUREGUI OCHOA,1993-11-24,9799 E. PUMPKIN HILL LANE,"BROOKLYN, NY 11203",(252) 913-1668,LIBRARY@YAHOO.COM,2018-04-07 16:31:47,E,31
C0967,MAYTE LUZ BOLAÑOS,1975-03-27,60 THATCHER COURT,"NEW YORK, NY 10003",(622) 688-5821,KRAMULOUS@YAHOO.CA,2013-06-03 06:10:52,I,49
C0968,FLORENCIO LÓPEZ DIEZ,1985-07-14,8606 EDGEWOOD LANE,"NEW YORK, NY 10033",(255) 804-7439,NEONATUS@COMCAST.NET,2006-02-12 05:01:29,I,39
C0969,PEPITO SEDANO POU,1995-04-24,8408 BROAD AVE.,"BROOKLYN, NY 11218",(815) 908-2066,JPFLIP@AOL.COM,2013-07-28 15:00:56,I,29
C0970,AITANA GELABERT GUARDIOLA,1977-03-10,417 NUT SWAMP LANE,"NEW YORK, NY 10009",(601) 823-1097,JNOLAN@ATT.NET,2005-05-29 20:46:53,E,47
C0971,LUIS PELLICER FÁBREGAS,1975-04-04,638 JENNINGS STREET,"HUNTINGTON, NY 11743",(297) 326-4044,SNUNEZ@OPTONLINE.NET,2018-08-26 23:03:17,E,49
C0972,HERMINIO PEREIRA REDONDO,1978-07-04,307 FAIRVIEW AVENUE,"BRONX, NY 10452",(952) 610-9397,SARAHS@MAC.COM,2009-04-09 02:58:10,E,46
C0973,PRIMITIVA QUINTERO SACRISTÁN,1980-05-19,9182 MARKET ST.,"NEW YORK, NY 10011",(773) 942-8792,MOSSES@YAHOO.CA,2018-07-13 00:46:43,I,44
C0974,EVANGELINA ESPARZA MARISCAL,1970-11-09,55 LAKE FOREST DRIVE,"BRONX, NY 10457",(516) 557-3412,PARKES@ATT.NET,2016-02-25 14:37:09,E,54
C0975,CELIA AGUILÓ DURAN,1986-08-12,1 PLYMOUTH ST.,"NEW YORK, NY 10025",(921) 425-7436,RGIERSIG@OUTLOOK.COM,2017-01-27 23:52:51,E,38
C0976,OLIVIA DEL GRAU,1992-09-27,8279 MAIN STREET,"NORTH TONAWANDA, NY 14120",(689) 655-6058,KEVINM@ME.COM,2015-10-14 20:38:00,E,32
C0977,JUAN BAUTISTA VALDERRAMA MÉNDEZ,1971-05-23,918 FORDHAM ST.,"FRESH MEADOWS, NY 11365",(671) 524-5360,NOTAPRGUY@OUTLOOK.COM,2012-02-29 02:54:41,I,53
C0978,CARINA CAÑETE ALCOLEA,1986-09-23,508 CYPRESS ST.,"LEVITTOWN, NY 11756",(910) 903-9965,JOHNH@GMAIL.COM,2018-01-14 16:54:51,I,38
C0979,AMBROSIO CALATAYUD REVILLA,1999-11-26,24 RAILROAD COURT,"BROOKLYN, NY 11212",(904) 731-9687,ERYNF@MAC.COM,2018-11-06 10:29:10,E,25
C0980,ILDEFONSO DE FAJARDO,1974-09-16,634 ROCKAWAY ST.,"NEW YORK, NY 10029",(455) 701-2540,JGINSPACE@OPTONLINE.NET,2007-10-30 01:02:32,I,50
C0981,EDELMIRA BAEZA-RODRIGUEZ,1993-09-01,957 SOUTH ARCADIA STREET,"NEW YORK, NY 10024",(864) 567-3221,TERJESA@ATT.NET,2018-12-06 17:24:39,E,31
C0982,SOCORRO CASTRO AGUSTÍ,1972-08-19,750 VERNON AVE.,"BROOKLYN, NY 11208",(241) 803-9393,HERMES@OPTONLINE.NET,2013-01-10 07:24:28,I,52
C0983,CALIXTO ÁVILA PINTOR,1983-05-10,35 MILLER ST.,"BROOKLYN, NY 11229",(237) 839-2784,HUTTON@ME.COM,2010-12-24 00:14:23,I,41
C0984,SEVERIANO DE MORÁN,1995-01-31,7545 YUKON STREET,"BROOKLYN, NY 11216",(362) 504-0521,JGUYER@ICLOUD.COM,2018-11-26 20:53:53,E,29
C0985,OLIMPIA VALLS CALVET,1989-09-23,75 VICTORIA ST.,"BRENTWOOD, NY 11717",(205) 311-7938,IAMCAL@ME.COM,2015-04-27 20:04:08,I,35
C0986,VITO DEL LARA,1976-11-02,7654 CREEK ST.,"BRONX, NY 10472",(459) 473-8039,WKREBS@ICLOUD.COM,2018-06-05 08:38:35,E,48
C0987,TEODOSIO ARTEAGA NICOLAU,1970-03-25,829 DEVONSHIRE STREET,"BROOKLYN, NY 11215",(956) 901-0189,MSHERR@MAC.COM,2021-01-02 17:48:07,E,54
C0988,JUAN LUIS AMORÓS CALVET,1985-04-03,48 NORTH ARCH ST.,"SOUTH RICHMOND HILL, NY 11419",(289) 371-6935,EVANS@HOTMAIL.COM,2006-02-03 04:33:00,I,39
C0989,OLIVIA DEL MARTÍ,1972-02-01,818 NORTH RIDGE ST.,"WOODSIDE, NY 11377",(534) 741-5424,DGRIFFITH@SBCGLOBAL.NET,2010-10-17 06:30:01,E,52
C0990,NICANOR PEÑA TUDELA,1977-08-05,7 HILL FIELD ST.,"BAY SHORE, NY 11706",(562) 803-1918,SAKUSHA@ME.COM,2005-04-21 01:05:46,I,47
C0991,ELENA TORRE BLAZQUEZ,1974-01-13,13 4TH RD.,"ENDICOTT, NY 13760",(703) 578-2309,STARSTUFF@LIVE.COM,2011-10-04 06:32:45,E,50
C0992,ADRIANA ZABALA,1987-11-11,308 ELMWOOD AVE.,"BROOKLYN, NY 11233",(394) 282-3814,ZELLER@YAHOO.COM,2016-06-14 11:41:48,E,37
C0993,YÉSICA CARNERO,1979-03-29,37 SUNBEAM LANE,"BROOKLYN, NY 11223",(733) 346-2538,PARASITE@COMCAST.NET,2006-11-28 10:08:14,I,45
C0994,LUIS MIGUEL GUTIERREZ LLABRÉS,1972-08-29,679 PHILMONT ST.,"BROOKLYN, NY 11201",(350) 800-2197,SHERZODR@AOL.COM,2013-08-30 15:26:09,I,52
C0995,JOSUÉ SALOM GONZÁLEZ,1978-10-09,324 AUGUSTA ST.,"AUBURN, NY 13021",(853) 698-8173,AJOHNSON@COMCAST.NET,2010-04-04 21:07:10,E,46
C0996,MONTSERRAT TOMÉ,1986-05-22,7606 ALDERWOOD RD.,"NEW YORK, NY 10016",(946) 694-2288,HMBRAND@OPTONLINE.NET,2008-02-15 22:07:28,I,38
C0997,BERTA IZAGUIRRE-COLL,1987-01-20,8672 S. MECHANIC DR.,"BRONX, NY 10463",(718) 641-6619,CLKAO@OPTONLINE.NET,2016-02-01 21:30:10,I,37
C0998,ASUNCIÓN ARNAIZ CASTELLANOS,1998-09-03,20 MARVON RD.,"SPRING VALLEY, NY 10977",(352) 826-4955,KINGMA@MAC.COM,2016-05-12 16:39:32,I,26
C0999,NILO PORRAS CASAS,1976-12-05,116 DIVISION LANE,"NEW YORK, NY 10034",(473) 640-7258,MAHBUB@MAC.COM,2018-08-10 02:07:05,I,48
